asin,demand,constraint,submitted,confirmed,tr,received,week
3DDEB5C590,1.0,0.0,1.0,1.0,1.0,1.0,w1
04C32FE821,2.0,1.0,1.0,1.0,3.0,-2.0,w1
864F7054DC,4.0,2.0,2.0,2.0,2.0,0.0,w1
E3D5245A5C,1.0,1.0,2.0,2.0,2.0,-1.0,w1
C81BE096C5,2.0,0.0,3.0,4.0,2.0,1.0,w1
2FB5B0F42E,0.0,0.0,1.0,1.0,2.0,-1.0,w1
C285F803FC,0.0,0.0,0.0,0.0,3.0,-2.0,w1
E451C5A8B4,1.0,1.0,2.0,2.0,1.0,1.0,w1
B98641C586,1.0,1.0,0.0,0.0,1.0,-0.0,w1
43940A8A64,4.0,1.0,3.0,3.0,2.0,1.0,w1
F0098C3BB7,3.0,0.0,3.0,3.0,5.0,-2.0,w1
C211B972DC,1.0,1.0,0.0,4.0,2.0,2.0,w1
480741E968,3.0,0.0,3.0,3.0,2.0,1.0,w1
0BAFC8FF23,3.0,1.0,4.0,4.0,4.0,0.0,w1
0BDDE0744F,2.0,2.0,-0.0,-0.0,0.0,-0.0,w1
A79E9B768C,3.0,0.0,4.0,4.0,3.0,1.0,w1
E0D9DD0AC2,2.0,0.0,3.0,3.0,2.0,1.0,w1
67110E1FE8,5.0,1.0,4.0,4.0,2.0,2.0,w1
19CCAF7E64,1.0,1.0,0.0,0.0,1.0,-1.0,w1
429F44486F,5.0,1.0,4.0,4.0,3.0,1.0,w1
E681F60382,2.0,2.0,2.0,2.0,1.0,2.0,w1
B33D13078F,1.0,1.0,2.0,2.0,1.0,1.0,w1
0C5141AC85,1.0,0.0,1.0,1.0,1.0,1.0,w1
3AB8E2472A,1.0,0.0,2.0,2.0,3.0,-0.0,w1
FC0B9C2954,1.0,0.0,2.0,2.0,3.0,-1.0,w1
1AC0DEFD58,1.0,0.0,1.0,1.0,2.0,-0.0,w1
E476C53DDB,1.0,1.0,3.0,3.0,2.0,3.0,w1
BF84446055,1.0,1.0,1.0,1.0,3.0,-2.0,w1
81EBCFCBDA,4.0,2.0,5.0,5.0,3.0,2.0,w1
43CCFA7387,2.0,1.0,2.0,2.0,3.0,-1.0,w1
705091BF4B,1.0,1.0,1.0,1.0,2.0,-0.0,w1
AD6227741D,8.0,1.0,8.0,8.0,5.0,3.0,w1
68717C27AA,0.0,1.0,0.0,0.0,1.0,-1.0,w1
14D8B2112F,3.0,0.0,2.0,2.0,2.0,1.0,w1
59EB6D6AF0,3.0,1.0,5.0,5.0,3.0,2.0,w1
55A9A10E5A,3.0,0.0,3.0,3.0,1.0,1.0,w1
EC3DE94469,0.0,0.0,1.0,1.0,0.0,0.0,w1
48999D2A55,1.0,1.0,-0.0,-0.0,1.0,-1.0,w1
73DA881235,1.0,0.0,1.0,1.0,1.0,0.0,w1
29DE3A883C,4.0,1.0,7.0,7.0,5.0,2.0,w1
4F0495D619,3.0,0.0,3.0,3.0,3.0,0.0,w1
F73407DE75,1.0,3.0,-2.0,-2.0,1.0,-2.0,w1
17D3E9978C,5.0,0.0,6.0,7.0,5.0,2.0,w1
4CBF1E0625,3.0,2.0,2.0,2.0,3.0,-1.0,w1
B50F719C20,1.0,1.0,-0.0,-0.0,0.0,-1.0,w1
094C133CF6,8.0,2.0,7.0,7.0,3.0,4.0,w1
03773F858F,4.0,1.0,6.0,6.0,4.0,2.0,w1
F73F5CE1D8,4.0,0.0,5.0,5.0,3.0,2.0,w1
7E7B9010E6,1.0,1.0,0.0,0.0,1.0,-1.0,w1
A164D4956A,0.0,0.0,1.0,1.0,1.0,0.0,w1
D5E57458EE,1.0,2.0,-0.0,-0.0,-0.0,-0.0,w1
22BBF4D7CD,1.0,2.0,-1.0,-1.0,0.0,-1.0,w1
A9E452D102,1.0,1.0,2.0,2.0,1.0,1.0,w1
1D8C687066,1.0,2.0,-0.0,-0.0,0.0,-1.0,w1
92C7699519,0.0,0.0,0.0,0.0,1.0,-1.0,w1
A6CCD6B342,5.0,1.0,6.0,6.0,4.0,1.0,w1
30AC7D64E7,3.0,0.0,4.0,5.0,2.0,2.0,w1
0934FDF797,3.0,2.0,1.0,1.0,1.0,0.0,w1
D65C97F141,1.0,2.0,-1.0,-1.0,-0.0,-1.0,w1
30515A5337,4.0,1.0,3.0,4.0,2.0,2.0,w1
BA072AF15C,2.0,0.0,2.0,2.0,2.0,0.0,w1
4A502190D9,2.0,1.0,4.0,4.0,2.0,2.0,w1
D4D65C25F5,3.0,1.0,5.0,5.0,3.0,2.0,w1
FF4836DCFD,0.0,0.0,1.0,1.0,3.0,-3.0,w1
CC9EC6B89A,2.0,2.0,0.0,0.0,1.0,0.0,w1
DAEB25BE16,0.0,1.0,-0.0,-0.0,0.0,-0.0,w1
352C839BA7,0.0,2.0,-1.0,-1.0,-1.0,-0.0,w1
93C1FF69C8,2.0,1.0,2.0,2.0,1.0,1.0,w1
2D3360D160,4.0,3.0,2.0,2.0,1.0,1.0,w1
013D5128D0,0.0,3.0,0.0,0.0,3.0,0.0,w1
E2AC2E73F9,2.0,1.0,2.0,2.0,1.0,0.0,w1
7379FA1B14,0.0,1.0,0.0,0.0,3.0,-3.0,w1
8DA4D1E056,4.0,0.0,4.0,4.0,3.0,1.0,w1
3493523E17,1.0,0.0,2.0,2.0,1.0,1.0,w1
0FC3A146E0,1.0,1.0,-0.0,-0.0,0.0,-1.0,w1
87B8CCE6D0,2.0,3.0,2.0,2.0,2.0,0.0,w1
49462F31C3,1.0,0.0,2.0,2.0,1.0,0.0,w1
4AA16CCCB4,2.0,1.0,3.0,3.0,1.0,1.0,w1
E573D550C2,6.0,1.0,7.0,7.0,4.0,3.0,w1
86FA6304F7,1.0,1.0,3.0,3.0,4.0,-1.0,w1
8742EC880A,2.0,0.0,4.0,4.0,2.0,1.0,w1
3D2191745C,2.0,0.0,5.0,5.0,3.0,2.0,w1
2ED3C21CEF,1.0,0.0,3.0,3.0,4.0,-1.0,w1
6E64B7B771,2.0,1.0,2.0,2.0,1.0,1.0,w1
6506D2A49E,4.0,1.0,3.0,3.0,2.0,1.0,w1
155092C54B,1.0,3.0,-1.0,-1.0,1.0,-3.0,w1
235FCF332E,2.0,2.0,2.0,3.0,4.0,-1.0,w1
AA226B1CF0,1.0,2.0,0.0,0.0,6.0,-5.0,w1
FC2DE60524,1.0,1.0,-0.0,-0.0,0.0,-0.0,w1
24A7C5409E,1.0,0.0,1.0,1.0,2.0,-1.0,w1
53DACDB09B,2.0,1.0,1.0,1.0,1.0,0.0,w1
F51D5BED96,1.0,4.0,-3.0,-1.0,-0.0,-0.0,w1
5EB4E8A28A,1.0,3.0,-2.0,-2.0,0.0,-2.0,w1
41A59EE64A,2.0,0.0,2.0,2.0,1.0,1.0,w1
8ED27EDC17,2.0,1.0,2.0,2.0,1.0,1.0,w1
79145CEABF,2.0,0.0,2.0,2.0,1.0,1.0,w1
5DA7C0C1F0,2.0,3.0,0.0,0.0,4.0,-4.0,w1
5CE2225D9F,1.0,1.0,2.0,3.0,4.0,-0.0,w1
C90E7231DC,2.0,0.0,5.0,5.0,3.0,2.0,w1
478B07817D,1.0,2.0,-1.0,-1.0,1.0,-1.0,w1
87BFCEA946,1.0,1.0,2.0,2.0,2.0,1.0,w1
DA917DB93D,1.0,2.0,-0.0,-0.0,1.0,2.0,w1
B32D4F22BC,1.0,3.0,-1.0,-1.0,0.0,-1.0,w1
EC4575C4C1,0.0,0.0,1.0,1.0,1.0,-0.0,w1
1E199145F6,1.0,1.0,2.0,2.0,2.0,-1.0,w1
F1471306DD,2.0,0.0,4.0,4.0,2.0,2.0,w1
A0EC90C602,2.0,0.0,2.0,2.0,2.0,-0.0,w1
44F7F030E2,2.0,0.0,4.0,4.0,2.0,2.0,w1
8527A818F4,0.0,1.0,0.0,0.0,0.0,-0.0,w1
23F00E985E,2.0,1.0,3.0,4.0,2.0,2.0,w1
7E76D1EF9D,1.0,1.0,0.0,0.0,1.0,-1.0,w1
77899C11E5,1.0,0.0,1.0,1.0,3.0,-2.0,w1
8B5FC90C5D,1.0,4.0,-2.0,-2.0,0.0,-2.0,w1
B5DFE599A1,1.0,2.0,-0.0,-0.0,1.0,-1.0,w1
83F28283D3,2.0,1.0,1.0,1.0,2.0,-1.0,w1
5DCA190C47,5.0,0.0,5.0,5.0,5.0,1.0,w1
DFDCD1FAB4,1.0,0.0,2.0,2.0,1.0,2.0,w1
44D06ADE56,1.0,0.0,3.0,3.0,2.0,0.0,w1
50C6A2C1F5,1.0,0.0,1.0,1.0,1.0,1.0,w1
B9CF28323A,7.0,2.0,7.0,7.0,5.0,2.0,w1
97750C0DC8,2.0,1.0,1.0,1.0,2.0,-1.0,w1
BA5C0EFE54,1.0,0.0,1.0,3.0,2.0,1.0,w1
D0C2F2110C,4.0,1.0,5.0,5.0,3.0,2.0,w1
ABF9A5B290,2.0,1.0,0.0,0.0,0.0,-0.0,w1
D3D11B8FFB,4.0,0.0,4.0,4.0,2.0,2.0,w1
3D76ED8FEB,1.0,0.0,2.0,2.0,3.0,-1.0,w1
E13B857EF2,1.0,0.0,1.0,1.0,2.0,-1.0,w1
4E1B2EB9A6,2.0,2.0,0.0,1.0,1.0,-0.0,w1
C1F279DDF0,1.0,1.0,2.0,2.0,2.0,-1.0,w1
23CDFC9F55,2.0,2.0,-0.0,-0.0,1.0,-1.0,w1
C38EEF3397,5.0,1.0,4.0,4.0,4.0,1.0,w1
430829B311,2.0,0.0,3.0,3.0,2.0,1.0,w1
30C905A6D1,1.0,3.0,1.0,1.0,1.0,-0.0,w1
861F41AC8F,5.0,1.0,6.0,6.0,3.0,3.0,w1
9568CF8603,2.0,2.0,1.0,1.0,0.0,0.0,w1
342C421804,1.0,0.0,0.0,0.0,1.0,-0.0,w1
971E6887C9,2.0,2.0,0.0,1.0,2.0,-1.0,w1
5B7B849E2B,0.0,0.0,1.0,1.0,0.0,0.0,w1
CBF1694561,4.0,0.0,4.0,4.0,3.0,1.0,w1
CECF4ACB51,3.0,2.0,1.0,1.0,2.0,-1.0,w1
4811CF74ED,4.0,0.0,4.0,4.0,3.0,1.0,w1
4A703FD6D5,1.0,1.0,1.0,1.0,2.0,-1.0,w1
02E38965AA,3.0,2.0,2.0,2.0,3.0,-1.0,w1
C3C6F1FAC9,2.0,2.0,1.0,1.0,1.0,-0.0,w1
376A3E67DA,1.0,2.0,1.0,1.0,2.0,-1.0,w1
B1F3B20606,1.0,1.0,1.0,1.0,3.0,-1.0,w1
11B195F3BC,1.0,2.0,-0.0,-0.0,1.0,-1.0,w1
DA9B1FCE47,1.0,4.0,-1.0,-1.0,1.0,-1.0,w1
5DE0F46C40,3.0,1.0,3.0,3.0,3.0,-0.0,w1
C626FCB7FF,1.0,4.0,-3.0,-3.0,-1.0,-1.0,w1
A6DB0FE8C2,2.0,1.0,3.0,3.0,2.0,2.0,w1
9A4DEC16B9,1.0,1.0,0.0,0.0,1.0,-1.0,w1
BA142C3366,1.0,0.0,1.0,1.0,1.0,0.0,w1
A167DCEFE7,1.0,2.0,-1.0,-1.0,1.0,-2.0,w1
423CF15499,2.0,1.0,1.0,1.0,0.0,0.0,w1
721E1F89DF,1.0,0.0,1.0,1.0,1.0,-0.0,w1
C3149D0D45,0.0,0.0,2.0,2.0,2.0,1.0,w1
B73212F3CC,1.0,4.0,-2.0,-2.0,0.0,-2.0,w1
CBBE49B4ED,6.0,0.0,7.0,7.0,4.0,3.0,w1
5C7EB79826,3.0,0.0,5.0,6.0,3.0,2.0,w1
40E7B0BC47,1.0,1.0,-0.0,-0.0,1.0,-1.0,w1
090DE4C1FA,1.0,0.0,4.0,4.0,2.0,2.0,w1
4A214035C8,2.0,0.0,1.0,2.0,4.0,-2.0,w1
8E31C05C57,2.0,2.0,1.0,1.0,1.0,0.0,w1
34167DE754,1.0,0.0,1.0,1.0,1.0,1.0,w1
5B730564C8,2.0,4.0,-2.0,-2.0,0.0,-2.0,w1
03A5118EBF,1.0,1.0,4.0,4.0,5.0,-1.0,w1
96A65630D4,1.0,0.0,2.0,2.0,4.0,-2.0,w1
900ACFF11C,2.0,0.0,3.0,3.0,2.0,1.0,w1
638E99607E,1.0,2.0,2.0,2.0,3.0,-0.0,w1
CEF21FF48D,0.0,1.0,0.0,0.0,0.0,-0.0,w1
A684C0B227,0.0,0.0,1.0,1.0,2.0,-2.0,w1
02A456FE75,3.0,2.0,0.0,1.0,1.0,-0.0,w1
25ACFF724F,3.0,0.0,3.0,3.0,2.0,1.0,w1
73406B87FE,2.0,2.0,1.0,2.0,2.0,0.0,w1
3CD0C6F74B,3.0,4.0,-1.0,-1.0,-0.0,-0.0,w1
D310763210,2.0,5.0,-3.0,-3.0,1.0,-4.0,w1
AF1E36A718,1.0,1.0,2.0,3.0,2.0,0.0,w1
EF2AC364B7,1.0,0.0,1.0,1.0,1.0,-0.0,w1
558F3A998B,4.0,1.0,4.0,5.0,3.0,2.0,w1
9C5F607196,2.0,0.0,1.0,2.0,6.0,-4.0,w1
BFFB4FF505,4.0,1.0,3.0,3.0,4.0,-1.0,w1
907432F1DA,1.0,1.0,4.0,5.0,3.0,1.0,w1
AC6BC78693,1.0,1.0,3.0,3.0,2.0,1.0,w1
6BF9D711DA,0.0,3.0,-2.0,-2.0,-1.0,-1.0,w1
A999BBD88B,1.0,0.0,1.0,2.0,1.0,1.0,w1
C3C298FC87,3.0,1.0,3.0,3.0,2.0,1.0,w1
6AED17353B,0.0,1.0,-0.0,-0.0,2.0,-2.0,w1
489A6EF9F8,0.0,2.0,-1.0,-1.0,2.0,-2.0,w1
E63D0AC8C1,1.0,0.0,3.0,3.0,2.0,0.0,w1
13FF711052,0.0,1.0,0.0,0.0,1.0,-0.0,w1
960DC184B3,0.0,1.0,2.0,2.0,1.0,1.0,w1
83385D69D4,2.0,1.0,1.0,1.0,2.0,-0.0,w1
892679E962,5.0,4.0,1.0,2.0,2.0,1.0,w1
168455D5F6,3.0,1.0,2.0,2.0,2.0,1.0,w1
213406B115,1.0,1.0,1.0,1.0,0.0,0.0,w1
A366F9B9C1,2.0,1.0,2.0,2.0,3.0,-1.0,w1
080C257A06,2.0,0.0,2.0,2.0,3.0,-1.0,w1
F2FBF0E559,1.0,1.0,3.0,3.0,4.0,-1.0,w1
8EC5C16F5C,1.0,2.0,-1.0,-1.0,1.0,-1.0,w1
4C870249B4,1.0,2.0,-1.0,-1.0,-0.0,-0.0,w1
960ADA3248,2.0,0.0,2.0,2.0,1.0,1.0,w1
1487B77462,1.0,0.0,0.0,0.0,0.0,-0.0,w1
DF5C20C301,2.0,2.0,2.0,2.0,1.0,0.0,w1
64D68208BF,2.0,0.0,2.0,2.0,3.0,-1.0,w1
E291D3D828,1.0,2.0,-2.0,-2.0,-1.0,-0.0,w1
EF7E5ED615,2.0,1.0,2.0,2.0,2.0,0.0,w1
D21AFDF4A9,2.0,1.0,1.0,1.0,1.0,-0.0,w1
9813C82112,2.0,3.0,-1.0,-1.0,-0.0,-1.0,w1
B74E38EE16,2.0,0.0,3.0,3.0,3.0,0.0,w1
6696CDA8B2,0.0,1.0,-1.0,-1.0,-0.0,-0.0,w1
2CF7A4A989,1.0,2.0,-0.0,-0.0,-0.0,-0.0,w1
0A853D6340,1.0,0.0,2.0,2.0,1.0,1.0,w1
9A9C2A7990,1.0,2.0,-1.0,-1.0,-0.0,-1.0,w1
BD9AC8CA9E,1.0,0.0,1.0,1.0,0.0,0.0,w1
4319C7D404,1.0,0.0,2.0,2.0,1.0,1.0,w1
78B6722B31,1.0,0.0,1.0,1.0,1.0,0.0,w1
FE318B9DB0,2.0,1.0,2.0,2.0,4.0,-2.0,w1
16A5920E38,1.0,0.0,2.0,2.0,2.0,-0.0,w1
2863CBCD4D,4.0,0.0,4.0,4.0,4.0,0.0,w1
1868C004F5,2.0,3.0,-1.0,-1.0,1.0,-1.0,w1
F13C634DE9,3.0,1.0,3.0,4.0,3.0,0.0,w1
8205BCB2D1,1.0,1.0,0.0,1.0,1.0,1.0,w1
2C81B12D99,4.0,0.0,4.0,4.0,3.0,0.0,w1
10768491CD,1.0,1.0,1.0,1.0,1.0,1.0,w1
0210C6ECD3,3.0,1.0,1.0,1.0,1.0,0.0,w1
00263470BA,2.0,1.0,1.0,1.0,1.0,1.0,w1
62664B7A12,1.0,1.0,1.0,1.0,3.0,-2.0,w1
7B46AA08CA,4.0,0.0,4.0,4.0,2.0,2.0,w1
3DA3D13419,1.0,3.0,-2.0,-2.0,0.0,-2.0,w1
FE633C0D79,0.0,0.0,2.0,2.0,2.0,-1.0,w1
37F33AC325,1.0,1.0,-1.0,-1.0,1.0,-1.0,w1
D304393F71,1.0,3.0,3.0,3.0,3.0,0.0,w1
4B44C42DA4,1.0,0.0,2.0,2.0,4.0,-2.0,w1
4709E36DAE,2.0,0.0,2.0,2.0,5.0,-3.0,w1
A0C5F89ACD,1.0,0.0,1.0,1.0,1.0,-1.0,w1
EC155B7142,2.0,2.0,1.0,1.0,1.0,0.0,w1
1B072349A5,1.0,0.0,3.0,3.0,2.0,2.0,w1
FFC6D3BCF3,2.0,1.0,4.0,4.0,4.0,-0.0,w1
DCC638575D,1.0,1.0,1.0,1.0,1.0,0.0,w1
0784516A23,1.0,2.0,1.0,1.0,1.0,-0.0,w1
D6363D7E2F,1.0,4.0,-3.0,-3.0,1.0,-4.0,w1
49D6462D6D,1.0,0.0,5.0,5.0,2.0,2.0,w1
34AE37C967,3.0,0.0,5.0,5.0,5.0,0.0,w1
548C12F992,1.0,1.0,0.0,0.0,1.0,-1.0,w1
68F5AF4984,3.0,2.0,1.0,1.0,2.0,-1.0,w1
036A39AC44,4.0,1.0,3.0,4.0,2.0,2.0,w1
5B18E6949A,2.0,0.0,3.0,3.0,4.0,-1.0,w1
464E5150AC,8.0,0.0,8.0,8.0,4.0,4.0,w1
9B911BEC26,4.0,0.0,5.0,5.0,3.0,2.0,w1
4F714C491C,2.0,0.0,3.0,3.0,2.0,1.0,w1
DE6FC4E014,2.0,0.0,3.0,3.0,3.0,-1.0,w1
15F563FF4F,3.0,0.0,3.0,3.0,4.0,-1.0,w1
2629D19C10,3.0,1.0,3.0,3.0,2.0,1.0,w1
DC6D4503CF,2.0,1.0,2.0,2.0,1.0,1.0,w1
3620153BFB,1.0,2.0,-0.0,-0.0,0.0,-0.0,w1
6EFCBFBE51,6.0,0.0,8.0,8.0,5.0,2.0,w1
BDCEF7A29B,2.0,0.0,2.0,2.0,2.0,-1.0,w1
050711B4B6,1.0,2.0,-1.0,-1.0,1.0,-2.0,w1
C84CA113CB,2.0,0.0,2.0,2.0,2.0,-0.0,w1
865678A0D9,0.0,1.0,-0.0,-0.0,-0.0,-0.0,w1
032113475E,1.0,1.0,1.0,1.0,1.0,0.0,w1
D5CAFD08E4,3.0,1.0,6.0,6.0,3.0,2.0,w1
4CAC47D8AA,5.0,2.0,3.0,3.0,2.0,1.0,w1
4F6028656C,1.0,1.0,2.0,2.0,4.0,-2.0,w1
8AFA1BA7F5,1.0,1.0,0.0,1.0,0.0,0.0,w1
35BC90B226,2.0,0.0,2.0,2.0,2.0,0.0,w1
BAF4896BD4,4.0,3.0,1.0,1.0,1.0,0.0,w1
DAB16C7D25,3.0,0.0,3.0,3.0,3.0,-0.0,w1
DD5CC328AC,1.0,1.0,3.0,3.0,2.0,2.0,w1
899E1DB8E9,6.0,1.0,5.0,5.0,3.0,2.0,w1
B84CF54520,3.0,0.0,2.0,2.0,2.0,1.0,w1
7B33D8EDC3,1.0,1.0,0.0,0.0,0.0,0.0,w1
5607C60FBC,3.0,1.0,4.0,4.0,5.0,-1.0,w1
1656C21AF1,1.0,0.0,1.0,1.0,1.0,-0.0,w1
5BA6315EDD,2.0,0.0,3.0,3.0,3.0,-0.0,w1
EEA35F70CB,2.0,0.0,3.0,3.0,3.0,-0.0,w1
AD7DD5C76D,4.0,0.0,5.0,5.0,3.0,2.0,w1
A0141E13B0,2.0,0.0,3.0,3.0,1.0,3.0,w1
526D9CC754,0.0,1.0,1.0,1.0,1.0,0.0,w1
8764C94DBC,1.0,2.0,0.0,0.0,1.0,-1.0,w1
CE1FCBCDA1,3.0,0.0,4.0,4.0,4.0,0.0,w1
6B6E7A6BDD,1.0,0.0,2.0,2.0,1.0,0.0,w1
9F60FD826E,6.0,2.0,4.0,4.0,4.0,1.0,w1
348E7DE837,2.0,0.0,2.0,2.0,3.0,-1.0,w1
141CD6839E,2.0,0.0,2.0,2.0,2.0,0.0,w1
BB3BB7D2F3,4.0,0.0,6.0,6.0,5.0,1.0,w1
CB06206B78,2.0,1.0,3.0,3.0,2.0,1.0,w1
CA74AD1FE1,1.0,0.0,2.0,2.0,2.0,1.0,w1
0211088F1D,5.0,0.0,5.0,5.0,3.0,1.0,w1
B0C1E440D6,1.0,1.0,0.0,1.0,1.0,0.0,w1
CB79D9709B,1.0,0.0,2.0,2.0,3.0,-1.0,w1
565AE0B55B,2.0,1.0,2.0,3.0,3.0,-0.0,w1
766FBA164A,1.0,1.0,2.0,2.0,2.0,1.0,w1
04AF3B11F5,1.0,1.0,2.0,2.0,1.0,1.0,w1
6703CCD91A,1.0,1.0,-0.0,-0.0,3.0,1.0,w1
7EDC767B20,3.0,1.0,3.0,4.0,3.0,1.0,w1
609A9F71DA,1.0,0.0,3.0,3.0,4.0,-1.0,w1
65AC9B8715,1.0,1.0,0.0,1.0,1.0,0.0,w1
9FD60BC475,1.0,1.0,1.0,1.0,1.0,0.0,w1
540798E83C,1.0,0.0,1.0,1.0,3.0,-2.0,w1
276784A5C0,1.0,3.0,-1.0,-1.0,1.0,-1.0,w1
D31AE8775B,1.0,2.0,-0.0,-0.0,0.0,-1.0,w1
6F3BFDEB5A,3.0,3.0,0.0,0.0,1.0,-0.0,w1
9C54066CA3,3.0,0.0,4.0,5.0,3.0,2.0,w1
374390C89A,1.0,1.0,0.0,0.0,1.0,-1.0,w1
A7696AA6E1,1.0,1.0,2.0,2.0,1.0,1.0,w1
B2825FD869,5.0,2.0,4.0,4.0,4.0,-0.0,w1
38B34E1CD0,2.0,1.0,3.0,3.0,3.0,0.0,w1
E6CAD363D5,0.0,2.0,-1.0,-1.0,-0.0,-1.0,w1
5C0A4F1947,1.0,1.0,1.0,1.0,1.0,1.0,w1
392F659751,2.0,1.0,3.0,3.0,2.0,2.0,w1
B552604F27,3.0,2.0,3.0,3.0,2.0,1.0,w1
926E5E28A8,2.0,1.0,2.0,2.0,1.0,1.0,w1
A552F42125,3.0,0.0,3.0,3.0,3.0,-1.0,w1
3F33732857,1.0,1.0,2.0,2.0,2.0,0.0,w1
084DF2B218,3.0,1.0,2.0,2.0,2.0,1.0,w1
752F037804,2.0,1.0,1.0,1.0,3.0,-1.0,w1
839F327657,1.0,0.0,3.0,6.0,4.0,3.0,w1
5599C0C94A,1.0,3.0,-0.0,-0.0,0.0,-0.0,w1
998EABAB87,2.0,1.0,3.0,3.0,3.0,-0.0,w1
A4CBDC2247,0.0,1.0,1.0,1.0,1.0,0.0,w1
A2D93829FB,2.0,1.0,2.0,2.0,1.0,0.0,w1
07AECB52F5,0.0,4.0,0.0,0.0,1.0,-0.0,w1
A43DD4BDF2,2.0,1.0,1.0,2.0,1.0,3.0,w1
45C3D75638,2.0,1.0,2.0,2.0,4.0,-2.0,w1
51CA96811B,0.0,0.0,1.0,1.0,1.0,0.0,w1
D0FAF28825,2.0,0.0,2.0,2.0,1.0,1.0,w1
AA0777DE72,2.0,0.0,3.0,3.0,2.0,1.0,w1
BDF9CBCCB3,0.0,0.0,3.0,3.0,3.0,1.0,w1
357181A9CA,0.0,1.0,2.0,2.0,4.0,-1.0,w1
4F184E6917,1.0,0.0,2.0,2.0,1.0,1.0,w1
F97809D494,1.0,0.0,1.0,1.0,2.0,-1.0,w1
FBFA9E60C5,1.0,0.0,1.0,1.0,4.0,-3.0,w1
AF0AE355A7,3.0,0.0,2.0,2.0,2.0,0.0,w1
401CEB429A,1.0,0.0,4.0,4.0,2.0,1.0,w1
48F14F0A65,1.0,0.0,3.0,3.0,1.0,1.0,w1
71B46AF83C,0.0,0.0,0.0,0.0,4.0,-4.0,w1
F1C96B9244,3.0,1.0,4.0,4.0,3.0,1.0,w1
03FF715B59,1.0,0.0,4.0,4.0,3.0,1.0,w1
16749FEF05,3.0,0.0,3.0,3.0,2.0,1.0,w1
4F74D113F5,1.0,0.0,1.0,1.0,1.0,0.0,w1
049F152F62,2.0,0.0,3.0,3.0,2.0,1.0,w1
3A627FADA3,2.0,3.0,-1.0,-0.0,1.0,-2.0,w1
5EE11CC754,7.0,1.0,7.0,7.0,4.0,4.0,w1
FE69FE3A73,0.0,0.0,1.0,1.0,2.0,-0.0,w1
2B75C95FC7,2.0,1.0,2.0,2.0,3.0,-1.0,w1
0F8DA1A351,1.0,0.0,2.0,2.0,1.0,1.0,w1
9CA6995446,2.0,1.0,1.0,1.0,3.0,-1.0,w1
4E9D34B116,4.0,1.0,6.0,7.0,5.0,3.0,w1
ACB1AEBE4B,1.0,2.0,1.0,4.0,2.0,2.0,w1
C99824FBFC,3.0,1.0,3.0,3.0,2.0,1.0,w1
6C88F138BB,0.0,3.0,-2.0,-2.0,-1.0,-1.0,w1
F6922738AA,2.0,1.0,3.0,3.0,2.0,2.0,w1
59BC9E255A,1.0,1.0,0.0,0.0,4.0,-4.0,w1
E5CC178F8E,2.0,0.0,3.0,3.0,2.0,0.0,w1
04C262FE5C,0.0,0.0,1.0,1.0,1.0,1.0,w1
1A047DC72E,3.0,0.0,4.0,4.0,2.0,1.0,w1
1B06481D87,2.0,0.0,2.0,2.0,1.0,0.0,w1
810DD70D02,1.0,1.0,3.0,3.0,3.0,0.0,w1
3FFC25FD8B,0.0,0.0,2.0,2.0,1.0,1.0,w1
43758AC9B8,1.0,1.0,0.0,0.0,2.0,-2.0,w1
48687ACAFB,3.0,1.0,4.0,6.0,3.0,3.0,w1
33E317CAEA,2.0,2.0,3.0,3.0,2.0,2.0,w1
F5809DB3D6,1.0,0.0,2.0,2.0,2.0,0.0,w1
E0830ABFB9,2.0,1.0,2.0,3.0,2.0,1.0,w1
2C44E352FE,2.0,0.0,2.0,2.0,1.0,1.0,w1
C1A0284C97,2.0,0.0,3.0,3.0,1.0,1.0,w1
AC700C8A21,1.0,0.0,1.0,1.0,3.0,-2.0,w1
0CC9025DA3,4.0,1.0,4.0,4.0,3.0,1.0,w1
F8579D0A49,1.0,1.0,0.0,0.0,3.0,-1.0,w1
E8B5EBD1F2,3.0,1.0,2.0,2.0,4.0,-2.0,w1
50178D93AE,3.0,1.0,2.0,2.0,2.0,-0.0,w1
1D05A9ED34,3.0,3.0,-0.0,-0.0,0.0,-0.0,w1
ED27C09881,3.0,1.0,4.0,4.0,3.0,1.0,w1
50AF3F3A5A,3.0,0.0,3.0,3.0,2.0,1.0,w1
7F72CD8196,2.0,0.0,2.0,2.0,2.0,0.0,w1
A4F4901EB1,1.0,1.0,1.0,1.0,1.0,0.0,w1
1E2696CFD9,6.0,1.0,7.0,7.0,4.0,3.0,w1
2168721905,2.0,1.0,2.0,2.0,1.0,1.0,w1
C9D75D9238,0.0,1.0,-1.0,-1.0,0.0,-1.0,w1
85C9FC4077,1.0,1.0,-0.0,-0.0,2.0,-2.0,w1
A4D08DFF4E,5.0,0.0,5.0,5.0,4.0,1.0,w1
1FBEE4F982,2.0,2.0,0.0,0.0,0.0,0.0,w1
2638AB8BC8,1.0,4.0,-3.0,-2.0,-1.0,-1.0,w1
CEB938A30A,2.0,1.0,4.0,4.0,3.0,1.0,w1
75E7DD29E4,1.0,0.0,2.0,3.0,2.0,1.0,w1
FC46BD814E,1.0,1.0,0.0,0.0,0.0,0.0,w1
5C601FB89D,4.0,0.0,4.0,4.0,3.0,1.0,w1
000F2F7052,2.0,2.0,1.0,1.0,1.0,-0.0,w1
