Week,Supplier,Material,No_of_Material,Machine,No_of_Product,Product,Customer_id,Product_Target,Delivery,Delayed_Delivery,Deli_Delay_Limit,Extra_Delay,Customer_Validity,High_Delay,Cust_Churn
Week1,S1,Met2,314,Mach1,297.0,P3,C5,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met1,50,Mach2,50.0,P2,C17,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,56,Mach1,56.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,431,Mach3,177.0,P1,C11,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,62,Mach1,62.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,331,Mach2,331.0,P2,C20,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,70,Mach1,70.0,P3,C1,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,225,Mach1,225.0,P1,C13,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met2,303,Mach2,303.0,P2,C9,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,489,Mach1,86.0,P3,C13,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,445,Mach1,216.0,P2,C20,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met2,415,Mach3,206.0,P2,C7,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,335,Mach1,99.0,P2,C7,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,334,Mach1,235.0,P3,C4,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,61,Mach1,61.0,P3,C9,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,287,Mach1,287.0,P2,C18,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met2,65,Mach1,65.0,P1,C4,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met3,481,Mach2,106.0,P1,C19,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,112,Mach3,112.0,P2,C18,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met2,355,Mach1,325.0,P1,C4,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,322,Mach1,220.0,P1,C13,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,117,Mach2,117.0,P2,C13,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,185,Mach1,185.0,P1,C13,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met3,50,Mach1,50.0,P2,C16,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,464,Mach2,337.0,P3,C17,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,195,Mach1,195.0,P3,C3,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,55,Mach2,55.0,P2,C17,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,461,Mach2,319.0,P1,C6,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met3,304,Mach2,143.0,P1,C1,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,477,Mach1,148.0,P2,C6,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met2,72,Mach1,72.0,P2,C5,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met2,344,Mach2,111.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,250,Mach3,250.0,P2,C18,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,283,Mach3,283.0,P3,C8,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,421,Mach2,299.0,P1,C17,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,389,Mach2,388.0,P1,C18,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,201,Mach2,133.0,P3,C3,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,482,Mach3,247.0,P2,C3,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,230,Mach2,230.0,P3,C13,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,453,Mach1,270.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met1,360,Mach2,320.0,P3,C17,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met1,374,Mach2,113.0,P1,C1,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,251,Mach1,175.0,P2,C9,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,389,Mach1,163.0,P3,C12,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,210,Mach1,150.0,P1,C8,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,352,Mach3,352.0,P3,C10,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,137,Mach1,137.0,P3,C4,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,172,Mach2,138.0,P3,C20,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,359,Mach1,84.0,P1,C11,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,131,Mach3,131.0,P1,C20,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,329,Mach2,76.0,P2,C6,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,436,Mach1,144.0,P3,C3,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,137,Mach1,137.0,P1,C17,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,250,Mach1,248.0,P1,C2,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,436,Mach2,220.0,P2,C6,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,477,Mach2,394.0,P2,C8,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,465,Mach2,66.0,P2,C10,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,267,Mach2,65.0,P2,C15,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met1,228,Mach1,161.0,P1,C11,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,171,Mach1,171.0,P1,C15,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,282,Mach1,282.0,P1,C13,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met2,269,Mach1,269.0,P1,C1,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met3,302,Mach2,302.0,P2,C11,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,155,Mach2,155.0,P1,C17,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met2,167,Mach2,119.0,P1,C9,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,268,Mach2,171.0,P2,C3,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,408,Mach3,63.0,P3,C12,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,361,Mach3,361.0,P2,C19,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,406,Mach1,382.0,P3,C5,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,341,Mach1,288.0,P2,C3,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,335,Mach2,148.0,P1,C9,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,490,Mach1,362.0,P1,C16,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,67,Mach1,50.0,P2,C9,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met2,167,Mach1,156.0,P1,C12,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,335,Mach1,284.0,P1,C6,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met3,170,Mach3,170.0,P3,C6,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met3,246,Mach1,166.0,P3,C8,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,444,Mach1,100.0,P3,C18,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met2,423,Mach2,366.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,457,Mach2,189.0,P1,C16,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,323,Mach2,166.0,P2,C15,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met3,152,Mach1,91.0,P2,C13,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,87,Mach1,77.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,459,Mach2,335.0,P1,C20,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met2,139,Mach1,139.0,P1,C3,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,52,Mach1,52.0,P1,C12,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,285,Mach1,186.0,P1,C17,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,103,Mach3,103.0,P1,C13,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met3,156,Mach1,156.0,P2,C5,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,444,Mach2,85.0,P3,C9,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met2,128,Mach1,128.0,P1,C19,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,163,Mach2,121.0,P1,C16,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,487,Mach2,80.0,P1,C6,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,133,Mach3,133.0,P3,C15,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,261,Mach1,127.0,P1,C9,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,78,Mach1,78.0,P3,C9,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met1,138,Mach3,111.0,P1,C11,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,466,Mach1,216.0,P1,C16,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,392,Mach2,351.0,P2,C1,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,495,Mach2,389.0,P1,C11,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,478,Mach3,74.0,P2,C17,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met2,473,Mach2,293.0,P1,C14,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,169,Mach3,169.0,P3,C10,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,128,Mach1,128.0,P3,C11,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,201,Mach1,195.0,P2,C19,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met3,366,Mach2,279.0,P1,C14,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met2,250,Mach1,218.0,P1,C18,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,424,Mach1,222.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,287,Mach1,197.0,P2,C3,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,196,Mach2,75.0,P1,C13,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,300,Mach2,73.0,P1,C4,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,173,Mach2,173.0,P1,C3,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,85,Mach1,85.0,P2,C15,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,488,Mach2,158.0,P1,C16,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,179,Mach1,179.0,P1,C15,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,343,Mach3,101.0,P3,C15,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,276,Mach1,276.0,P1,C9,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,135,Mach2,74.0,P1,C11,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,384,Mach1,240.0,P1,C11,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,142,Mach1,142.0,P3,C15,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,407,Mach3,379.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,440,Mach1,165.0,P3,C4,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met2,246,Mach1,203.0,P2,C20,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,405,Mach2,144.0,P3,C15,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,104,Mach1,104.0,P1,C7,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,51,Mach1,51.0,P2,C8,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met1,123,Mach1,123.0,P2,C8,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,377,Mach2,377.0,P3,C5,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,402,Mach1,71.0,P2,C7,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met2,254,Mach1,254.0,P3,C3,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,448,Mach3,240.0,P3,C4,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,205,Mach2,100.0,P3,C18,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,285,Mach1,285.0,P1,C14,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met1,274,Mach2,274.0,P3,C18,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,411,Mach1,100.0,P2,C3,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,458,Mach1,156.0,P3,C5,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,225,Mach1,225.0,P1,C17,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met2,383,Mach2,255.0,P2,C18,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,271,Mach1,271.0,P2,C14,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,463,Mach2,174.0,P1,C15,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,339,Mach1,200.0,P3,C9,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,427,Mach1,188.0,P3,C4,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,428,Mach2,126.0,P3,C19,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,312,Mach1,312.0,P2,C17,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met3,225,Mach2,225.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met2,204,Mach1,195.0,P2,C7,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,97,Mach3,97.0,P1,C13,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,101,Mach2,101.0,P2,C20,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met2,374,Mach2,369.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,158,Mach1,158.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,316,Mach2,125.0,P2,C17,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,335,Mach1,137.0,P1,C9,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,313,Mach1,301.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met3,159,Mach2,150.0,P3,C3,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,216,Mach1,73.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met2,368,Mach1,220.0,P1,C13,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,72,Mach1,72.0,P3,C11,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met3,302,Mach2,97.0,P1,C3,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,146,Mach1,146.0,P1,C8,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,121,Mach2,121.0,P3,C13,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,91,Mach3,91.0,P1,C11,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met2,209,Mach2,209.0,P1,C12,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,461,Mach1,75.0,P3,C17,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,142,Mach3,142.0,P2,C15,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met3,436,Mach1,313.0,P2,C12,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,410,Mach3,324.0,P2,C7,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,283,Mach1,283.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,255,Mach1,125.0,P2,C18,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met2,375,Mach1,154.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,445,Mach1,207.0,P3,C12,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,416,Mach1,177.0,P1,C7,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,58,Mach2,58.0,P3,C20,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,252,Mach1,252.0,P2,C17,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,308,Mach2,308.0,P3,C13,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,395,Mach1,206.0,P2,C16,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,98,Mach1,98.0,P2,C5,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met2,435,Mach1,393.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,76,Mach1,76.0,P2,C8,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met2,115,Mach1,101.0,P2,C13,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,71,Mach2,71.0,P2,C13,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,478,Mach2,249.0,P1,C3,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,56,Mach2,56.0,P3,C4,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,80,Mach1,80.0,P2,C19,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,209,Mach1,209.0,P1,C4,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,487,Mach1,357.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met2,317,Mach1,317.0,P3,C15,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,101,Mach2,101.0,P3,C9,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met1,273,Mach1,273.0,P2,C19,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,134,Mach1,134.0,P3,C1,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met1,81,Mach2,81.0,P3,C17,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,168,Mach1,168.0,P2,C1,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met1,264,Mach2,264.0,P2,C3,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met2,185,Mach1,185.0,P2,C7,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,220,Mach1,220.0,P3,C9,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,397,Mach2,194.0,P2,C9,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met1,490,Mach2,94.0,P3,C8,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met1,453,Mach1,210.0,P3,C9,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,187,Mach2,187.0,P3,C11,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met2,90,Mach1,90.0,P1,C10,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,275,Mach1,275.0,P1,C17,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met1,72,Mach1,72.0,P1,C4,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met3,222,Mach2,222.0,P3,C17,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met3,431,Mach1,67.0,P3,C19,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,117,Mach1,117.0,P1,C16,250.0,Yes,No,1,9,Existing,False,False
Week1,S2,Met3,441,Mach1,310.0,P3,C16,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,285,Mach1,285.0,P2,C1,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,343,Mach3,336.0,P3,C4,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met1,187,Mach3,187.0,P2,C4,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met3,65,Mach2,65.0,P1,C5,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,91,Mach2,91.0,P1,C15,250.0,Yes,No,1,9,Existing,False,False
Week1,S3,Met2,202,Mach1,103.0,P2,C20,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met3,209,Mach2,77.0,P2,C17,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met2,85,Mach1,85.0,P3,C6,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,334,Mach2,86.0,P1,C10,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,58,Mach1,58.0,P3,C8,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met3,255,Mach1,177.0,P3,C13,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met3,356,Mach1,214.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,256,Mach2,162.0,P2,C14,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,422,Mach1,273.0,P1,C18,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,258,Mach3,247.0,P1,C4,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,497,Mach2,341.0,P2,C4,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met2,64,Mach1,64.0,P1,C1,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met3,338,Mach1,231.0,P2,C14,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,228,Mach2,228.0,P3,C16,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met3,270,Mach2,219.0,P2,C16,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met2,60,Mach3,60.0,P2,C4,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met1,343,Mach2,139.0,P1,C13,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met3,132,Mach1,132.0,P3,C17,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met1,121,Mach2,119.0,P1,C12,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met2,241,Mach3,241.0,P3,C9,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met3,168,Mach1,100.0,P1,C15,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,208,Mach3,208.0,P2,C9,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met3,331,Mach2,252.0,P3,C19,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met2,250,Mach1,250.0,P3,C13,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S1,Met1,104,Mach3,95.0,P1,C14,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,109,Mach1,109.0,P2,C13,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,321,Mach1,92.0,P3,C20,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met2,153,Mach1,110.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,335,Mach1,176.0,P1,C18,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met1,364,Mach1,289.0,P1,C4,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met1,132,Mach1,107.0,P1,C11,250.0,No,Yes,1,9,Existing,False,False
Week1,S1,Met2,359,Mach1,140.0,P3,C2,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met3,339,Mach1,226.0,P1,C2,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,443,Mach3,304.0,P2,C10,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,229,Mach1,150.0,P2,C14,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met3,382,Mach2,364.0,P2,C8,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met1,225,Mach1,225.0,P2,C16,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S3,Met2,195,Mach3,195.0,P3,C9,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met3,493,Mach1,262.0,P2,C5,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S2,Met2,280,Mach1,251.0,P2,C5,200.0,Yes,No,2,10,Not_Existing,True,True
Week1,S1,Met1,236,Mach1,236.0,P3,C18,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met1,199,Mach1,199.0,P1,C4,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,388,Mach1,88.0,P2,C1,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met2,403,Mach2,66.0,P3,C5,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S2,Met2,412,Mach3,279.0,P1,C8,250.0,Yes,No,1,9,Existing,False,False
Week1,S1,Met2,192,Mach1,116.0,P1,C8,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met3,404,Mach1,51.0,P2,C18,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S2,Met1,405,Mach3,140.0,P3,C7,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,448,Mach1,78.0,P2,C9,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S1,Met2,114,Mach2,114.0,P2,C5,200.0,No,Yes,2,10,Not_Existing,True,True
Week1,S3,Met1,189,Mach2,189.0,P3,C19,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S2,Met3,477,Mach2,200.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S1,Met2,254,Mach1,111.0,P1,C18,250.0,No,Yes,1,9,Existing,False,False
Week1,S3,Met1,229,Mach2,125.0,P3,C14,250.0,No,Yes,3,11,Not_Existing,True,True
Week1,S3,Met1,146,Mach2,146.0,P3,C2,250.0,Yes,No,3,11,Not_Existing,True,True
Week1,S3,Met2,417,Mach1,130.0,P1,C20,250.0,No,Yes,1,9,Existing,False,False
Week1,S2,Met1,287,Mach2,287.0,P1,C14,250.0,Yes,No,1,9,Existing,False,False
